id,name,host_id,host_name,room_type,price
43234382,★3BR★LOFT★ ZURICH CITY CENTER ★on 2Levels★6Guests,4416988,Björn,Entire home/apt,330
43254900,Amazing flat and area between two 5  star hotels,344425219,Pat,Entire home/apt,152
43292018,4 WG Zimmer mit Garten,163025967,Christa,Private room,63
43297164,"Relaxing holidays in Zürich, Switzerland",205249164,Judith,Entire home/apt,216
43310883,"This flat has it all!  Below market price, Enge",344271798,Florian,Entire home/apt,172
43314656,Stadt Zürich-kleine Wohnung Albisriederplatz 4204,19610180,Rossana,Entire home/apt,117
43322730,"Luxury penthouse, Duplex in Zurich",113193480,Silverus,Entire home/apt,525
43359918,Casa llena de color en Zürich,62105022,Al Y Cia,Entire home/apt,
43450418,"Quiet and bright room, all you need!",1522246,Lukas,Private room,77
43454703,Private Wohnung in Top Lage,101114274,Andreas,Entire home/apt,
43464391,Studio with Garden Patio and Grill,3219670,Sam,Entire home/apt,-112
43466411,Zurich home perfect for the professional,8411292,Tim,Entire home/apt,
43472201,Charming flat in best part of Zurich near lake,2756864,Jennifer,Entire home/apt,195
43480808,"Spacious apartment in ""The Metropolitans""",1122014,Michael,Entire home/apt,167
43506588,Alojamiento con vistas en Zurich,5502040,Thomas,Private room,56
43531619,2 1/2 Zimmer Stadtwohnung + Parkplatz!,213296181,,Entire home/apt,120
43545390,"More than just a room, it’s a home away from home",37421240,Irina,Private room,111
43599013,Vermiete ruhiges Zimmer mit Balkon,347849004,Maik,Private room,
43665293,"Cosy & central, lovely terrace over river & park",8254571,Aleksandra,Entire home/apt,-165
43672005,Charming Small Apartment to rent in Zürich,53910976,Louise,Entire home/apt,
43676444,Nice Apartment in Zurich Great Location,1496480,Rene,Entire home/apt,117
43683848,Beautiful Apartment with 2 Balconies,76447870,Daniel,Entire home/apt,124
43703654,The Crown Penthouse Bahnhofstrasse Zürich,144959892,Anna Victoria,Entire home/apt,
43737208,Central River escape,3439920,Elise,Entire home/apt,238
43790602,lovely 2 room flat in old town of Zurich,344425219,Pat,Entire home/apt,187
43795464,Modern design apartment in super central location,198265997,Alissa,Entire home/apt,162
43858959,Gemütliche und zentrale Wohnung in Zürich,91266341,Pascal,Entire home/apt,
43863916,Schöne Wohnung am Fluss,3737620,Selina,Entire home/apt,-107
43890786,"3 Bedroom Superior Serviced Apartment, Downtown",24506494,EMA House,Entire home/apt,404
43894252,Seefeld Topfloor Apt mit Privater Terrasse 70m2,83271512,José-Luis,Entire home/apt,-396
43960977,Wohnen mitten im lebendigen Zürcher Kreis 4,19889087,Gian,Private room,
43997218,bright central apartment with balcony & 2 bikes :),130640981,Ladina,Entire home/apt,
44015667,Beautiful apartment in the city center!,40769593,Robin,Entire home/apt,165
44044459,ZH Peach III - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,132
44044463,Zh Kiwi Eg - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,-130
44057060,Cozy bedroom in the heart of Zürich,15059789,,Private room,
44057622,Zh Banana I - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,-97
44057624,Zh Cherry I - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,93
44057627,Zh Pineapple I - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,105
44057629,Zh Pineapple Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,105
44057631,Zh Pineapple Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,105
44057633,Zh Cherry Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,
44057634,Zh Cherry Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,93
44057635,Zh Banana Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,97
44057636,Zh Banana Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Entire home/apt,
44114120,Shared flat room,354299216,Jeremia,Private room,
44146398,Cozy room in the heart of Zürich,355002552,Philipp,Private room,
44208294,Attikawohnung mit Aussicht 😊,45815102,Andrea,Entire home/apt,
44240562,Cosy City-Apartment,122858411,Lisa,Entire home/apt,72
44317278,Spacious room close to the center with a balcony,25424050,Jonathan,Private room,138
44345295,"1 Bedroom Serviced Apartment, Aussersihl",24506494,EMA House,Entire home/apt,225
44364625,klar,357934036,Robert,Entire home/apt,760
44431025,Cozy flat,99031732,Maria Martha,Entire home/apt,
44437445,Chic Boutique Studio by the opera & Bellevue,1348435,Rafael,Entire home/apt,146
44446318,Chic Boutique Loft at hip district 5/ by Viadukt,1348435,Rafael,Entire home/apt,143
44446637,Chic Boutique Studio at hip district 5,1348435,Rafael,Entire home/apt,140
44475804,1 bedroom apartment in trendy Wiedikon,14288,,Entire home/apt,
44535383,Central-Private Room-70m2 Central Zurich-Sunny,32411752,Christopher,Private room,93
44601499,Top Floor Maisonette,40667302,Peter/Engin,Entire home/apt,189
44643856,"Beautiful Studio in Wipkingen, Interior Design ♥♥",8829769,Tobias,Entire home/apt,
44657382,"1 Bedroom Superior Serviced Apartment, Seefeld",24506494,EMA House,Entire home/apt,309
44658767,"2 Bedroom Superior Serviced Apartment, Seefeld",24506494,EMA House,Entire home/apt,366
44659394,BECK22 Studio,24506494,EMA House,Entire home/apt,225
44724580,Tiny House im Gartenparadies,109951712,Jürg,Entire home/apt,77
44743369,Mi casa es tu casa,37419246,Dave,Private room,60
44880334,New and cool apartment in central & calm location,198265997,Alissa,Entire home/apt,161
44956131,Cosy private room in shared artistic villa,119640383,Rayén,Private room,
45053235,Nice room in the green area of Zurich,67922528,Sebastien,Private room,
45053481,Nice apartment in the green area of Zurich,67922528,Sebastien,Entire home/apt,
45131081,"bright, quiet and central",227286241,,Entire home/apt,136
45131577,Cosy apartment  in a exciting area,119284629,Reto,Entire home/apt,
45150591,Zimmer in geräumiger Wohnung in Zürich,6669529,Benno,Private room,
45248259,Möbeliertes Zimmer mitten in Zürich City,272982539,Marie-Louise,Private room,90
45273502,Private double bedroom in the best neighbourhood.,162870289,Marissa,Private room,
45321292,Great 2 BR flat in the city center (Mainau 12),23561865,Dimi,Entire home/apt,190
45389946,"Central Zurich on Lakefront, Lux Private Room/Bath",4115498,Jonathan,Private room,250
45432677,"Studio Type Superior Serviced Apartment, Seefeld",24506494,EMA House,Entire home/apt,258
45432996,"2 Bedroom Superior Penthouse Apartment, Seefeld",24506494,EMA House,Entire home/apt,383
45433216,"2 Bedroom Serviced Apartment, Unterstrass",24506494,EMA House,Entire home/apt,335
45433374,2 Bedroom Duplex Serviced Apartment,24506494,EMA House,Entire home/apt,359
45433489,"3 Bedroom Duplex Serviced Apartment, Unterstrass",24506494,EMA House,Entire home/apt,372
45433604,"Studio Type Serviced Apartment, Seefeld",24506494,EMA House,Entire home/apt,168
45433715,"1 Bedroom Penthouse Apartment M, Seefeld",24506494,EMA House,Entire home/apt,306
45433840,"Studio Penthouse Apartment, Downtown",24506494,EMA House,Entire home/apt,172
45437609,"spacious private room in artistic, quite mansion",119640383,Rayén,Private room,
45525628,"2 Bedroom Superior Serviced Apartment, Downtown",24506494,EMA House,Entire home/apt,364
45525843,1 Bedroom Penthouse Apartment with Terrace,24506494,EMA House,Entire home/apt,312
45526177,"1 Bedroom Superior Serviced Apartment, Downtown",24506494,EMA House,Entire home/apt,307
45541437,The Crown Terrace Penthouse Bahnhofstrasse Zürich,144959892,Anna Victoria,Entire home/apt,
45585448,Stylish & bright appartment in Zurich (+Cat),21780493,Judith Miriam,Private room,
45636577,Schöne 1-Zimmerwohnung an zentraler Lage.,215134850,Roland,Entire home/apt,101
45664571,Old Town Luxury Suite,8321863,Mona,Entire home/apt,
45681069,Scandi chic styled studio next to the lake,83271512,José-Luis,Entire home/apt,
45701656,Studio Apt in Charming Zurich Old Town M07,15038541,Cher.,Entire home/apt,164
45746693,A cozy getaway for Zurich visitors,74593950,Artur,Entire home/apt,
45753821,Wohnen mit Blick auf den Zürichsee und Üetliberg,138754433,Jeroen,Entire home/apt,153
45764126,"""Margaritli"" Cozy studio in the old town of Zurich",371008290,Sonia,Entire home/apt,133
45766108,New 2-bedroom/2 bath topfloor serviced apartment,83271512,José-Luis,Entire home/apt,330
45780399,Charmant appartement central,175506309,Eve,Entire home/apt,
45870795,"Stylish, sunny apartment in Zurich near the lake",21780493,Judith Miriam,Entire home/apt,
45874380,Zimmer nähe Bahnhof,367640221,Mehmet,Private room,
45879401,Quit location close to airport and Oerlikon - 歡迎！,350815367,Assad,Private room,
45887289,Gemütliches Studio im charmanten Zürich Seefeld,83271512,José-Luis,Entire home/apt,
45897807,Ruhiges & helles Zimmer im Herzen von Zürich,2320870,Robert,Private room,67
45920313,Beste ruhige Lage am Rennweg/ Bahnhofstraße (F/D),13570663,Christian Robert,Entire home/apt,94
45935492,Chalet Style old town  pedestrian area Zurich,319055544,Florian,Entire home/apt,143
46019912,🌸Perfect located Studio in fancy Kreis 3🌸,173771622,Janine,Entire home/apt,137
46073568,Cozy apt in the heart of zurich w private rooftop,116346595,Christina,Private room,73
46073709,Cozy apartment in walking distance from station,116346595,Christina,Entire home/apt,
46112233,Boutique Design hotel room,182132458,Kurt,Private room,120
46115080,Studio im pulsierenden Trendquartier von Zürich,338585685,Eva,Entire home/apt,136
46150507,Cozy 100m2 flat for 5 travellers with 2 bathrooms,305026346,Max,Entire home/apt,-145
46168649,Bird's eye view of Zurich,4953565,Eoin,Entire home/apt,
46215258,Cosy private doubleroom in creative shared Villa,119640383,Rayén,Private room,
46215566,Stadt Zürich 4203 Studio nähe Albisriederplatz,19610180,Rossana,Entire home/apt,115
46334838,Heart of Zurich: Beautiful 60m2 flat + balcony,173075242,Au,Entire home/apt,134
46369256,"Schöne, zentrale Wohnung für Silvester",8296108,Christina,Entire home/apt,
46499390,Zimmer / Single Room  in Oerlikon  ohne Komfort,88485570,Konitoggi,Private room,65
46524637,historic renovated chalet in Zurich 4rooms/1.5bath,376271668,Joseph,Entire home/apt,-442
46555663,Light apartment in a very quiet area,344609323,Matthias,Entire home/apt,
46613406,Cosy flat in the city,376770217,,Entire home/apt,
46615115,"Cosy room with a garden view, 20min to Zürich bhf.",23713763,Inna,Private room,
46674681,Cozy apartment Lochergut,250351594,Carolien,Entire home/apt,
46694814,Affordable private room in a modern WG apartment!,30291080,Amrollah,Private room,
46705800,Modern industrial loft (64m2) in central Zurich,19155647,Foivos,Entire home/apt,
46722307,Modern 1 room apartment in district 4,271466792,Artel,Entire home/apt,125
46722687,Modern 1 room apartment in district 4,271466792,Artel,Entire home/apt,125
46728788,Modern and New 2-Room Flat in Central Zurich,40285617,Luiza,Entire home/apt,141
46741041,Room with private bathroom in 130m2 bright apt,4252813,Léo,Private room,
47094243,Bright bedroom w/ private bathroom in a penthouse,10805610,Karina,Private room,64
47096241,Studio in Seefeld,159777879,Guido Pierangelo Maria,Entire home/apt,
47168882,Cozy Old Town Flat: Spacious & Central,1229459,Swissstay,Entire home/apt,-133
47194028,Beautiful Room in lovley Business WG,62530902,Elisabeth,Private room,
47232398,"Ruhige Wohnung im Herzen von Zürich, 3 min vom See",154785353,Maurice,Entire home/apt,
47303762,"New, bright 3.5 room apt - central but quiet",7961457,Simon,Entire home/apt,
47366473,Private Spa LUX with Whirlpool and Sauna in Zurich,382403516,,Entire home/apt,412
47393953,SwissBangla House,382606895,Mohammed,Private room,244
47482478,Fantastic 2 BR flat near to the lake (D10),23561865,Dimi,Entire home/apt,351
47514317,Charming Maisonette with Private Roof Terrace,3950335,Andrea,Entire home/apt,
47557070,Zurich Apt 21 Chez Gérard - Kreis 1,63526682,Gerard,Entire home/apt,114
47589979,Spectacular lake view in quiet street apartment,263856201,Juerg & Valeria,Entire home/apt,313
47779546,Private room in Seefeld walking distance to Lake,4135904,Catherine,Private room,90
47791522,Luminous flat with a beautiful view,4816094,Tina&Sasha,Entire home/apt,
47812558,"Cozy apartment in Wiedikon,  15mn walk to city",56302015,Rassol,Entire home/apt,
47857524,WG-Zimmer in grosszügiger Wohnung in Oerlikon,143958179,Luisa,Private room,
47883170,"2,5-Zimmerwohnung im luxuriösen Metropolitans",21881164,Marijana,Entire home/apt,200
47946509,Privates Zimmer in riesen Wohnung,54654553,Julian,Private room,
47975721,Sophisticated apartment in the heart of Zurich,17758318,Manoel,Entire home/apt,217
47985660,Seefeld Spacious 1 Bedroom Modern Design Apartment,20526865,Shiran,Entire home/apt,
47987004,bis zu 12 Gäste - 7 Schlafzimmer - 400m zum HB,119277813,Deniz,Entire home/apt,
48022066,Doppelzimmer - Josephine's Guesthouse (WOMEN ONLY),387105321,Anja,Private room,292
48022280,Einzelzimmer - Josephine's Guesthouse (WOMEN ONLY),387105321,Anja,Private room,-211
48048562,Good morning Zurich!,136795426,Karenina,Private room,
48111383,Zimmer im Zentrum von Zürich (Room in the center),66614103,Ziroli,Private room,
48143955,Home office/private room (Long T. poss. in privat),388282279,Wi,Private room,53
48320933,"Panorama views Zurich, 17 floor, modern / smart",1734471,Rolandas,Entire home/apt,
48372051,Spacious flat close to Letzigrund,73388609,Olivier,Entire home/apt,
48409976,Generous room in Wipkingen,4450296,Mana,Private room,
48500731,Modern apartment In Zurich-Oerlikon,88856280,Thomas,Entire home/apt,
48656815,Private room in Zurich Wipkingen,48038988,Lukas,Private room,
48778345,"Centrally located, cozy studio with rooftop access",74176096,Madeleine,Entire home/apt,
48808760,Loft-style studio in Zurich city center,53736232,Heta,Entire home/apt,
48879374,"Zimmer in zentraler, heller Wohnung in Zürich",394260729,Florine,Private room,
49065017,Private beautiful big room in artistic villa,119640383,Rayén,Private room,
49068853,Modern top floor apartment in the heart of Zurich,40704840,Christoph,Entire home/apt,
49102259,"Bright, cozy apartment.",19214423,Carlos,Entire home/apt,
49201447,Brand new top luxury LOFT in the heart of Zurich!,12630015,Konstantin,Entire home/apt,382
49339838,Spacious and sunny Bohemian flat in central Zurich,22253261,Robert,Entire home/apt,162
49377008,2.5 room new-built central appartment,1911215,Christina,Entire home/apt,144
49433949,East meets West - Exclusive Design Penthouse,83271512,José-Luis,Entire home/apt,360
49496447,Private Room in shared Apartment,380405227,Flora,Private room,
49500112,3 Bedroom Zurich flat with lovely city view,62954320,Rakhal,Entire home/apt,
49500654,Apartment in Zurich City with Balcony and Terrace,19367610,Charlene,Entire home/apt,
49500963,2 Bedroom Zurich flat with lovely city view,62954320,Rakhal,Entire home/apt,
49508900,"Studio mit Balkon, See u. Alpenblick (255C/17)",13570663,Christian Robert,Entire home/apt,-80
49527700,"Central, modern apartment in Zürich & carspace",34354003,Kamil,Entire home/apt,135
49587231,"Oasis with fireplaces, balconies, and Alpine view!",399991758,,Entire home/apt,
49644994,"1 bedroom, highest comfort, top location",41370631,Bernd,Private room,109
49685342,Light and fully furnished apartment at the lake,12219186,Karolina,Entire home/apt,
49728271,Urban Deluxe Design Apartment (incl. Parking),1788253,Thierry,Entire home/apt,177
49807218,"Spacious apartment in Wipkingen, Zürich",21688387,Markus,Entire home/apt,
49871533,Quiet Double Room in Penthouse Kreis 7,43111694,Georgia,Private room,51
49920776,Bright Loft-Style Apartment,4988354,Michael,Private room,
49929300,Luminous apartment in the heart of Zurich ca.100m2,96454357,Greta,Entire home/apt,
49938063,Charming Apartment Zürich Altstetten Train Station,210866421,Alejandra,Entire home/apt,200
49942471,City Centre Spacious 2-BR Apt Sapphire,15038541,Cher.,Entire home/apt,270
49956108,!Special! Cozy flat in the new hype area of Zürich,1422687,Veronica,Entire home/apt,181
49981984,Charming house with private garden & lake-view,5149106,Isabelle,Entire home/apt,255
50004085,"Sonnig, Ruhig & Zentral. Nähe ETH",5002339,Anna Julia,Entire home/apt,117
50050472,Cosy 1-Zimmer-Wohnung in der Altstadt  Zürich,394562584,Peter,Entire home/apt,80
50101353,Zurich super Central penthouse - Large rooftop,13470694,Henry,Entire home/apt,
50131257,Studio Boho Style,29795947,Bo,Entire home/apt,108
50203904,Garden studio Zürich Seefeld close lake,133529772,Nathalie,Entire home/apt,122
50219755,Lovely 3-Rooms appartment in a cool neighbourhood,17899642,Silvan,Entire home/apt,110
50264238,"Neuwertige Wohnung in Zürich, 3.5 Zimmer",72105587,Dominik,Entire home/apt,
50297677,Very Cozy and super Clean Private Room in Zürich,16134620,Aycan,Private room,156
50357188,"Charming, cozy flat with large terrasse Oerlikon",2563395,Guillaume,Entire home/apt,150
50388702,Room with private bathroom and balcony,296305963,Zoé,Private room,
50406606,"Lovely, central room in historic building",72423116,Isabelle,Private room,
50408999,"Beautiful, well lighted room close to everything",246746072,John,Private room,
50414370,Beautiful Room in Gardenapartment - Kreis 7 Zurich,43111694,Georgia,Private room,48
50433489,Modern apartment in Altstetten,152609650,Lisa,Entire home/apt,
50496017,Bright spacious room in multi-storey apartment,194488207,Oliver,Private room,
50521276,Perle,329351736,,Entire home/apt,
50582424,Prime Apartment mit Designmöbeln im Kreis 4,271466792,Artel,Entire home/apt,200
50618312,Comfortable apartment in Zurich Oerlikon,20342353,Martin,Entire home/apt,
50631529,Lovely 2-bedroom near central Zurich,13449879,Hoss,Entire home/apt,
50677733,Apartment 15mins to center,83537802,Kora,Entire home/apt,110
50691075,Bright studio in the city center (Greenyard 1),23561865,Dimi,Entire home/apt,154
50721753,"Beautiful, bright ""Chalet"" like flat in Zurich",9868934,Sarah,Entire home/apt,
50739017,Luminous 2-room-flat in quiet Zurich-Witikon,410033629,Selin,Entire home/apt,55
50743403,Modern design apartment with balcony,173153111,Eva,Entire home/apt,
50768456,Unique artistik cosy priv. room in authentic house,119640383,Rayén,Private room,
50789124,"Large room in quite Neighborhood 
Zurich-City",142652075,Lazhar,Private room,77
50806513,Wohnung mit Aussichts-Terrasse im Herzen der Stadt,60106807,Fortunat,Entire home/apt,
50806853,"Nice flat, good location, two bedrooms",3592245,Fabio,Entire home/apt,
50812304,Lovely 1 bedroom apartment in Central Zurich,8052026,Sebastian,Entire home/apt,165
50841814,central located apartment with beautiful room and garden,5348855,,Entire home/apt,
50882931,Charming Studio/Old town (UZ3),23561865,Dimi,Entire home/apt,123
50886155,Comfortable 1.5 room apartment in Zurich,122327809,Helena,Entire home/apt,
50905553,Studio for male professional,411622548,Alexander,Entire home/apt,
50967315,Calm and bright apartment next to the river,139712041,Laura,Entire home/apt,
51007218,Pedestrian area of downtown,220744491,Florian,Entire home/apt,131
51021138,Kreis 7 - Quiet Room with large balcony,43111694,Georgia,Private room,42
51021428,2.1 - Room with View on Garden,43111694,Georgia,Private room,47
51029999,Schöne Wohnung in Wipkingen,164632538,Ganimete,Entire home/apt,98
51040364,Modern and cozy flat in central Zurich,5274702,Maya,Entire home/apt,
51052280,My best place in Zurich city. Look yourself!,246846339,Danilo,Entire home/apt,119
51064700,Single Room with shared bathroom in a hotel,322266523,Krone,Private room,
51099748,"Charming flat, quite location near the city center",128157983,Gaya,Entire home/apt,81
51123412,Zimmer in Altbauwohnung mit gemeinsamer Terrasse,413705735,Larissa,Private room,42
51134598,Luxuriöses Loft in Zürich,42041099,Mirjam,Entire home/apt,190
51147408,Cooles City Zimmer mitten in der Stadt,157110839,Tina,Private room,115
51159237,Eigentums Stadtwohnung im urbanen Zürich West.,258304674,Simone,Entire home/apt,238
51208685,Schöne Wohnung in Zürich,57221941,Triantafillos,Entire home/apt,139
51232908,Modern 3.5 room apartment in the heart of Zurich,21923793,Nomindari,Entire home/apt,
51257976,Exceptional three-storey apartment by the park,194488207,Oliver,Entire home/apt,
51279609,Lovely garden apartment in the city center,21669302,Lisa,Entire home/apt,162
51415534,Bright 1BR flat in the city centre (Greenyard 2),23561865,Dimi,Entire home/apt,-182
51435506,"Charming Room Close to Letzigrund,Easy City Access",83073351,,Private room,76
51437849,Cosy Studio in the charming Area of Zurich Seefeld,83271512,José-Luis,Entire home/apt,
51437870,Top Floor Apartment in Trendy Kreis 3,304279123,Lara,Entire home/apt,95
51495698,Large attic room in three-storey apartment,194488207,Oliver,Private room,
51503972,Stylish 2-room apartment with balcony,23777984,,Entire home/apt,120
51537265,Modern 1 bedroom furnished apartment in Zurich.,10197344,Jeff,Entire home/apt,70
51551928,"Private room with bathroom, close to the lake",403646072,Sarah,Private room,80
51588163,"Super central, modern & bright apartment in Zurich",19785721,Johannes,Entire home/apt,174
51698208,Schöne 2 Zimmer Wohnung,69564820,Eva,Entire home/apt,
51757637,Romantic apartment with forest view,418590018,Marion,Entire home/apt,
51760091,Comfy & Central Studio Apartment with Kitchen,84543029,Mi,Entire home/apt,
51760867,Zh Anna I - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,142
51763508,Zh Anna Ii - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,142
51764507,Zh Anna Iii - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,142
51764508,Zh Herta I - HITrental Central Station Apartment,12886487,Stephanie,Entire home/apt,139
51764509,Zh Herta Ii - HITrental Central Station Apartment,12886487,Stephanie,Entire home/apt,139
51764511,Zh Herta Iii - HITrental Central Station Apartment,12886487,Stephanie,Entire home/apt,139
51764512,Zh Ida I - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,144
51764513,Zh Ida Ii - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,144
51764514,Zh Ida Iii - HITrental Central Station Apartments,12886487,Stephanie,Entire home/apt,144
51792113,Chalet vibes near the lake,17393656,Nicolas,Entire home/apt,
51898754,Optimum White Studio,22513551,Optimum,Entire home/apt,163
51949710,"Zentrales, stilvolles Design-Studio im Kreis 4",343918765,Aline,Entire home/apt,155
51994536,Bright apartment near airport & city,3024336,,Entire home/apt,86
52080414,Cozy room in the quite of Zurich,142652075,Lazhar,Private room,70
52105457,Furnished room in the heart of Zurich (Kreis 4),2494294,Camenzind,Private room,
52121566,Perfekte Wohnung für Städtetrip,83761516,Manuel,Entire home/apt,136
52300060,Old town of Zurich,261136040,Holger,Entire home/apt,156
52311609,Peaceful spacious room for 2,142652075,Lazhar,Private room,75
52314104,Duplex Zürich Center,51391087,Amandine,Entire home/apt,
52341711,April+Mai+Juni: zentrale Wohnung im Grünen,8226970,Katharina,Entire home/apt,
52360195,Posh 1 BR flat - city center and balcony (West3),23561865,Dimi,Entire home/apt,208
52433794,Cozy Room Zürich,25396172,Céleste,Private room,77
52449648,Studio,38998280,Aniko,Private room,119
52481919,Wohnung im Herzen von Zürich,22801005,Rino,Entire home/apt,
52491701,Quiet room with large balcony - Kreis 7,43111694,Georgia,Private room,53
52546817,Penthouse Bellevue,144959892,Anna Victoria,Entire home/apt,800
52596197,4BR Seefeld apartment for families near the lake,19342696,Uliana,Entire home/apt,
52663121,Apartment in Zurich at the Stettbach train station,287415517,Huseyincan,Entire home/apt,
52754106,Cosy & quiet appartement in Zurich,36420428,Blandine,Entire home/apt,103
52824419,Huge 4.5 Bedroom Apartment with Terrace,1534857,Sandro,Entire home/apt,
52832623,*my home your home* down town,29497035,Ladina,Entire home/apt,
52849703,Single room with shared bath in a hotel,322266523,Krone,Private room,
52877360,Zurich City Center Beautiful Flat,32686636,Wael,Entire home/apt,
52879087,Nice Appartment Zürich Seefeld,405503857,Karen,Entire home/apt,250
52910357,Penthouse flat in the city center/near lake (SF18),23561865,Dimi,Entire home/apt,372
52945329,Downtown Dream: 3.5BR with Balcony and Style BA31,25291258,Delta,Entire home/apt,151
52962903,Spacious apt with view,127306659,Michael,Entire home/apt,
53025594,"Beautiful studio ""Piccolo"" fully furnished",371008290,Sonia,Entire home/apt,121
53103297,»Cozy Apartment in Zürich«/WLAN/NETFLIX/KITCHEN,348327394,Saschja,Entire home/apt,97
53140361,Super bright and beautiful Apartment in Kreis 3,72300833,Daniela,Entire home/apt,260
53164879,Single Room with shared bathroom in a pop up hotel,322266523,Krone,Private room,
53167399,Privatzimmer in Wohnung in Zurich zentrale Lage,1496480,Rene,Private room,60
53225151,The Pastorini - Stylish City Apartment,212648112,Delphine,Entire home/apt,353
53253600,Lovely 2.5 bedroom apartment in the center,19468372,Jeremie,Entire home/apt,
53305756,"Amazing view, flat in Zurich, 3-rooms",431559000,Norma,Entire home/apt,195
53306953,Contemporary 3-BR: In the middle of the city,83271512,José-Luis,Entire home/apt,359
53308677,Zimmer OCEAN für 4 in Villa zw. Airport+Zentrum,303406613,Christina,Private room,216
53326254,"Schlafzimmer
 
Kreis 2, Zürich",195015700,Kaltrona,Private room,135
53333102,(8) Cosy & Central Apartment in Zurich,10540353,Godfred,Entire home/apt,110
53337681,Cosy 62sqm in central Zurich!,21448354,Michael,Entire home/apt,
53444216,Chic & spacious 2-room apartment in hip district 4,432707854,Jack,Entire home/apt,151
53470049,Very sunny 1BR flat in the city center (West4),23561865,Dimi,Entire home/apt,170
53470490,Bright and quiet studio in the city center (Sky1),23561865,Dimi,Entire home/apt,172
53636512,"Beautiful, quite and very central 2BR flat (Sky3)",23561865,Dimi,Entire home/apt,281
53644357,1 Large Studio Flat in Zurich/ Kreis 9,12859286,Angela,Entire home/apt,
53730106,Lovely & bright apartment in Zurich,5560027,Guillaume,Entire home/apt,
53770609,Heart of Zurich: Gemütliche 2-Zi-Wohnung/ 2 Rooms,23521921,Bahri,Entire home/apt,
53804074,Fully equipped apartment with view near Irchelpark,16830213,Ramon,Entire home/apt,205
53820070,Appartamento incantevole a Zurigo,31837183,Camilla,Entire home/apt,150
53839287,Apt 5B: Guest Fav - Downtown 2-BR Loft Apartment,15038541,Cher.,Entire home/apt,233
53857150,Exklusives Studio mit grosser Dachterasse,220105611,Timo,Entire home/apt,190
53873626,Cosy apartment in Wiedikon,436378909,Mathias,Entire home/apt,
53875757,Ein Zuhause in der Stadt,3026473,,Entire home/apt,101
53877309,Lovely 2 bedroom apartment on the lake in zürich,87400850,Ravina,Entire home/apt,
53879023,Cozy 3-Bedroom Gem with Parking in Zurich,8710182,Manuela,Entire home/apt,141
53966197,"Blueground | Oerlikon, storage, near train station",434204093,Blueground,Entire home/apt,-323
53971360,"Blueground | Mühlebach, w/d, parking, nr Seefeld",434204093,Blueground,Entire home/apt,
53975416,"Blueground | Oerlikon, storage, near train station",434204093,Blueground,Entire home/apt,
53975418,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Entire home/apt,215
54009704,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Entire home/apt,247
54012299,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Entire home/apt,247
54012373,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Entire home/apt,
54030499,"Blueground | Oerlikon, parking, nr train station",434204093,Blueground,Entire home/apt,214
54030514,"Blueground | Oerlikon, parking, nr train station",434204093,Blueground,Entire home/apt,214
54116650,"Schönes, ruhiges Zimmer Zürich, zentral",9868934,Sarah,Private room,
54117648,"Blueground | Wollishofen, storage, nr market",434204093,Blueground,Entire home/apt,259
54153366,Nice room at Zurichs most beautiful place,1303137,Edwin,Entire home/apt,43
54196772,Homestay Zürich HB Room,386904919,Alina,Private room,
54244320,Cozy Apartment in Zurich,13514718,Ramona,Entire home/apt,582
54290928,"Zimmer ASIA für 3 in Villa, mit PP/150m zum Bus",303406613,Christina,Private room,-171
54290937,"Zimmer für 3 in Villa - 150m->Bus, 15min->Zentrum",303406613,Christina,Private room,180
54306636,Villa in Zurich with Parking for 6-14 guests,303406613,Christina,Entire home/apt,656
54329374,1.5 Zimmer Wohnung mit Aussicht über Zürich,27536619,Katharina,Entire home/apt,-160
54368874,Lovely 1 Bedroom flat in Zürich.,328938369,Fahri,Entire home/apt,
54403948,Beautiful room near Opera House,441014800,Antonio,Private room,102
5.37803E+17,Lovely apartment at Zürichberg close to ETH,158390619,Nathalie,Entire home/apt,265
5.41927E+17,Grand Terrace Suite: Elite 4.5BR (BA-52),25291258,Delta,Entire home/apt,255
5.43369E+17,Moderne Wohnung mit Balkon im Zentrum von Zürich,362880717,Caspar,Entire home/apt,90
